Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
7924.422050,849.161253,73.140279,285.496835,174.092924,Metal
2231.623776,61.382143,1529.657330,68.552405,343.532962,Ceramic
1319.185456,75.362527,6.852707,0.383160,3.513468,Polymer
1467.111341,54.685509,39.366368,0.388306,0.851476,Polymer
1346.786786,30.532626,44.434323,0.408572,0.166194,Polymer
3087.922380,50.658555,2252.040445,86.921100,130.828013,Ceramic
4840.805321,649.571006,248.410145,159.721356,93.369734,Metal
1201.738614,73.663945,12.191817,0.303530,0.239309,Polymer
2978.205801,246.447003,1395.746633,23.362616,472.464031,Ceramic
4211.459154,458.694881,2325.731153,63.486026,228.720806,Ceramic
7181.871489,398.383754,77.260474,161.667103,135.346960,Metal
2717.377401,406.082249,2951.676046,143.157832,127.570575,Ceramic
4334.994659,1029.331155,164.555323,230.174730,51.354760,Metal
1194.664719,33.871384,31.513159,0.285571,2.966621,Polymer
7521.986209,314.964666,365.155154,308.983244,91.671569,Metal
1087.025277,27.134785,17.974761,0.435830,4.388449,Polymer
2005.848162,335.505848,2607.415568,109.355041,141.579608,Ceramic
4048.089364,641.231765,70.963276,398.844523,170.980921,Metal
1444.892082,90.242310,26.468202,0.380339,1.875010,Polymer
2339.609670,65.876963,747.136011,123.174471,129.932194,Ceramic
5327.388710,1160.640102,132.870107,119.176557,103.551516,Metal
4802.902425,372.969377,1226.950070,41.521425,129.874974,Ceramic
1345.955888,60.547263,8.615117,0.165750,2.340954,Polymer
5983.509569,1161.098194,122.672679,137.156933,95.051348,Metal
910.330764,70.175210,41.492948,0.378751,0.220842,Polymer
3311.174636,63.782194,1045.368853,54.005671,305.383870,Ceramic
3040.667171,495.524778,480.813443,61.254442,280.880468,Ceramic
2999.410513,241.780759,2490.131559,21.829163,104.782769,Ceramic
5930.268950,82.743314,2541.550879,56.463722,352.119019,Ceramic
6285.104709,384.702718,334.461482,28.284069,60.960246,Metal
3773.725295,81.819944,2753.202723,124.574070,232.619957,Ceramic
1122.696445,20.958975,29.120326,0.428674,1.987093,Polymer
1278.249042,21.416685,11.521089,0.174860,1.413676,Polymer
2138.597775,317.204743,1039.040426,44.970669,264.796883,Ceramic
2896.363948,407.753586,98.032606,95.793967,200.390928,Metal
6599.903527,982.384891,328.196186,395.973374,182.925680,Metal
6039.365739,633.147434,369.436956,210.909437,116.024817,Metal
1023.214297,25.806918,44.892474,0.411415,0.311784,Polymer
4117.729168,388.084241,2998.974942,146.122999,140.053735,Ceramic
4232.425507,997.913678,371.040819,41.245289,219.386648,Metal
1392.553563,80.752115,18.385427,0.435689,4.229200,Polymer
1214.763656,81.589971,35.183702,0.465592,0.160469,Polymer
5790.234940,290.531114,1864.083116,29.046816,495.202484,Ceramic
3968.906896,168.345475,1675.134692,14.448349,193.049343,Ceramic
1168.513960,5.064932,45.976913,0.180586,0.669838,Polymer
5675.123149,425.256361,1241.330909,4.265022,334.643670,Ceramic
5097.465995,426.310826,2637.740613,144.123254,249.436312,Ceramic
3582.382249,68.495442,1184.589400,21.331299,163.001554,Ceramic
5167.370100,481.117808,2087.868691,26.956198,487.497159,Ceramic
5715.380836,397.756060,980.416756,88.753573,170.140652,Ceramic
1281.948908,17.098095,36.712717,0.479515,4.744517,Polymer
8962.840349,1161.702334,61.333960,248.907694,206.576497,Metal
2883.581002,291.464118,2835.388263,21.955862,398.137331,Ceramic
1487.665758,20.949305,44.380692,0.135490,3.550650,Polymer
8263.247849,591.292928,142.824354,114.825528,61.525113,Metal
875.624221,5.121710,19.910918,0.393034,4.846127,Polymer
3972.327974,201.782036,1819.662316,16.112855,291.795700,Ceramic
4603.878252,349.836994,822.906931,11.982699,438.304994,Ceramic
1023.101836,95.407902,4.635820,0.168042,1.889780,Polymer
4188.185034,451.099603,642.072182,89.510551,345.457890,Ceramic
2701.455826,1136.686484,107.749018,358.106243,76.707642,Metal
943.885334,23.048504,35.162638,0.388815,3.655271,Polymer
997.066151,27.567087,3.432137,0.328708,4.202475,Polymer
1052.580245,45.622566,15.432923,0.364808,3.009073,Polymer
818.014985,21.229058,15.298762,0.132774,4.221970,Polymer
1078.227144,51.464197,33.390963,0.136455,2.729748,Polymer
1419.844885,40.093158,22.842988,0.205318,2.335989,Polymer
987.993395,10.855740,37.859522,0.366987,0.446822,Polymer
6019.418539,1167.776091,256.404255,230.368724,192.935518,Metal
3674.528300,277.046918,2653.924436,71.748834,452.661548,Ceramic
3013.207824,1093.054921,300.006995,210.798559,203.077360,Metal
4710.139542,317.731095,712.732874,113.821125,169.151589,Ceramic
5888.659513,408.061146,728.083596,64.082860,495.311975,Ceramic
8982.249974,789.948833,341.937842,117.996817,204.836763,Metal
2268.047812,206.287593,1433.122985,49.592894,210.480328,Ceramic
8177.530647,965.205703,268.070275,218.573564,121.330952,Metal
3463.298318,746.727547,315.432086,377.066994,207.237788,Metal
3156.437878,414.702139,237.471718,150.670288,119.851306,Metal
5656.301150,769.858367,63.112985,124.657374,74.454954,Metal
7008.798146,142.660786,361.350975,145.967749,90.388480,Metal
5683.339932,450.575054,452.605510,122.790503,221.221981,Ceramic
1144.133449,71.137370,5.812652,0.447560,0.689240,Polymer
3772.442453,416.395199,1100.491951,63.099136,358.221925,Ceramic
947.973351,83.277096,37.306295,0.403797,4.338601,Polymer
4061.078810,96.306772,1208.920043,76.512496,154.259928,Ceramic
5517.330365,33.895116,901.184962,125.106560,434.790671,Ceramic
1119.514067,92.212952,35.527063,0.209591,4.121061,Polymer
6630.163759,236.260145,60.697117,161.537369,150.987411,Metal
1409.336540,60.753624,18.138235,0.165405,4.474570,Polymer
4755.402150,156.833301,1405.070744,25.273203,328.903224,Ceramic
5428.444750,330.742348,2162.007640,41.093453,263.802879,Ceramic
1346.212565,77.919409,1.436001,0.464606,3.243910,Polymer
2555.014226,377.629485,331.779949,136.074685,214.394155,Metal
5254.744204,514.122997,172.048220,115.759510,129.338663,Metal
5297.243286,210.633219,666.011468,77.215544,364.942181,Ceramic
3496.919053,330.724218,1983.530272,45.472913,143.241812,Ceramic
1491.852676,65.856501,43.213088,0.204459,3.561247,Polymer
3195.164448,91.966062,2390.233410,135.053370,422.171929,Ceramic
4400.133205,337.054555,2169.964951,108.471196,362.160228,Ceramic
3037.705091,220.911529,1409.514795,6.262532,383.227584,Ceramic
3734.448543,899.204864,127.827118,223.161339,183.432499,Metal
4687.473904,263.511131,2598.090035,126.255165,450.597914,Ceramic
868.322145,17.154693,13.673941,0.423338,3.819333,Polymer
1275.798659,36.885084,5.375691,0.242113,3.726165,Polymer
1351.663306,36.475128,13.767403,0.217620,4.259045,Polymer
8131.556903,741.932082,380.505344,47.061980,201.202430,Metal
8138.735406,519.836142,154.424514,40.543549,195.220761,Metal
940.207614,43.873225,28.900776,0.462648,2.298706,Polymer
1300.967919,78.999412,24.891461,0.352413,0.900585,Polymer
2530.637759,400.880648,316.417648,84.070188,179.962235,Metal
7463.199586,196.845478,265.067909,260.725265,118.576892,Metal
3533.265680,38.108153,918.477053,56.592109,105.630847,Ceramic
1383.260067,23.104787,34.160659,0.350675,1.259139,Polymer
3377.399096,81.886784,1397.231238,88.711933,166.808075,Ceramic
3192.809014,159.597340,2292.362970,89.859118,235.134060,Ceramic
5981.889639,184.511763,2743.597818,54.528382,175.370414,Ceramic
5672.821635,213.627989,993.887541,109.348155,152.482311,Ceramic
4358.771339,101.112676,1353.137774,97.930517,114.945371,Ceramic
3023.156696,276.672048,526.326100,149.207355,364.787966,Ceramic
2628.321482,858.724723,195.871448,164.496430,143.038005,Metal
3495.326138,864.711232,270.608969,134.424253,162.482978,Metal
4254.851472,766.197771,98.007233,335.648034,67.835420,Metal
2470.938274,74.726025,676.285642,30.598353,179.899754,Ceramic
1166.202275,24.158953,35.468401,0.218140,0.216240,Polymer
3850.010898,1126.436779,165.711266,21.040440,164.177633,Metal
5340.928661,341.130527,787.775681,14.422318,304.682139,Ceramic
2405.161914,142.828209,1001.016745,148.311224,218.408871,Ceramic
3148.757948,292.171990,63.805582,130.415527,186.271337,Metal
1316.978137,14.024855,38.151996,0.118356,4.262954,Polymer
3608.329796,493.280145,203.200081,256.286673,199.340841,Metal
1370.475003,22.372595,20.638098,0.484924,1.373729,Polymer
8029.365257,979.889007,277.096269,322.825632,69.219615,Metal
2234.585583,472.384154,814.428033,62.988130,336.300121,Ceramic
4713.572545,107.005069,1387.352026,54.431238,111.526492,Ceramic
5354.145906,487.253399,739.703857,138.139300,145.174992,Ceramic
2798.820115,387.774154,159.983281,287.735907,165.247917,Metal
4306.596032,291.205868,2942.528450,100.806809,235.320257,Ceramic
7053.771198,204.766352,281.599642,114.459258,108.777413,Metal
3539.506470,422.735850,1851.695015,148.180952,121.826446,Ceramic
3520.027926,1033.730132,348.154903,350.377941,62.727091,Metal
4065.796809,1167.159554,67.622750,104.628479,159.363944,Metal
4027.500000,605.004054,330.441451,190.277463,195.620168,Metal
3271.594538,647.110683,278.680551,59.004462,120.097553,Metal
2501.103151,199.985102,261.471147,255.245138,101.781653,Metal
3844.533118,838.621808,382.624295,158.070141,59.226786,Metal
1118.121988,58.214330,31.368141,0.289253,3.292693,Polymer
2456.093433,384.473577,976.542480,51.862210,431.953554,Ceramic
3167.934255,270.552842,2225.449738,7.820938,165.662147,Ceramic
1301.799279,73.548114,6.241114,0.344341,0.953966,Polymer
3571.585960,239.382084,2431.693049,107.801399,143.106299,Ceramic
8523.072448,1021.212861,256.083888,313.415166,126.585781,Metal
8715.237091,248.099616,224.590025,221.538452,58.257173,Metal
5355.264443,251.807342,1721.665538,138.253185,170.880975,Ceramic
7248.215301,241.219960,185.591953,248.207488,200.058297,Metal
5000.307152,1177.450836,370.568585,309.702369,96.511300,Metal
5881.966600,237.365939,746.766761,62.499075,380.005714,Ceramic
3195.652540,356.717269,2637.839620,107.069279,474.204831,Ceramic
3805.779035,786.584348,151.702823,151.211561,164.303531,Metal
4600.345551,479.996697,1710.122942,104.452484,228.952559,Ceramic
1046.566462,50.635143,28.961272,0.366863,2.099040,Polymer
5365.557210,157.245431,2602.982838,121.437412,309.091994,Ceramic
901.728698,68.674147,10.795218,0.400074,0.821458,Polymer
975.392705,84.741272,34.839148,0.218056,3.772898,Polymer
1369.818352,14.735601,43.533733,0.395797,4.326911,Polymer
4245.082211,134.045827,2439.198649,120.024441,215.055462,Ceramic
8522.151273,526.310114,384.845690,390.812634,103.151177,Metal
2584.274045,376.475241,267.196593,316.751459,197.920076,Metal
5645.945508,358.221953,2083.844202,113.511048,318.646055,Ceramic
7544.953843,1160.718805,152.962203,87.421841,166.052005,Metal
921.656592,53.815451,19.482713,0.271403,2.791861,Polymer
1208.790240,29.226534,17.197577,0.383876,0.790932,Polymer
1025.841021,9.831267,46.686711,0.346243,3.316213,Polymer
6222.400439,493.894147,324.411007,140.786422,87.393543,Metal
847.723528,52.988333,21.380631,0.314814,0.477889,Polymer
949.347667,36.528934,18.679093,0.187378,3.768225,Polymer
8978.102037,1006.057241,393.396619,23.345405,163.719540,Metal
8379.226980,775.071207,267.396094,384.380790,166.033731,Metal
1441.152701,94.773829,19.907921,0.316095,1.428488,Polymer
5288.436257,199.979860,2487.323518,67.387978,117.540664,Ceramic
2770.049552,266.669456,2865.350731,25.941827,482.510483,Ceramic
2547.648810,172.019004,284.617294,313.961261,197.041645,Metal
3175.524260,691.529635,295.960003,390.965090,181.785146,Metal
8608.382225,921.579908,103.814102,194.505589,106.391614,Metal
837.987650,80.450405,28.346126,0.329985,1.153675,Polymer
1071.622823,64.870640,22.218227,0.106756,3.373028,Polymer
6669.247852,780.184295,314.586209,242.531045,169.149945,Metal
1449.633425,15.082876,39.557703,0.220540,0.450796,Polymer
3750.704598,209.654364,2117.880229,71.624164,313.387106,Ceramic
1073.694796,80.761038,27.740499,0.484054,0.737496,Polymer
5656.675666,401.608219,2296.243899,56.596447,479.786041,Ceramic
6107.953347,235.558675,51.760444,246.728857,141.315848,Metal
3218.764609,379.182362,2749.220578,52.233896,265.061798,Ceramic
5831.592515,277.049793,127.275789,337.204379,83.035457,Metal
1359.762038,85.963857,42.717998,0.472948,4.971679,Polymer
6072.819963,419.717934,73.576965,57.316913,173.350174,Metal
4650.531056,241.036661,279.415543,58.017122,155.317682,Metal
3271.143749,236.310070,2002.490319,46.545648,333.667973,Ceramic
4869.207332,447.966475,199.907588,21.836115,91.849774,Metal
1317.871351,46.431786,42.165393,0.153722,3.670205,Polymer
3851.393504,192.195969,1194.226671,83.199102,170.308064,Ceramic
7971.654470,1044.585021,99.000584,224.674854,94.749891,Metal
2305.849514,56.191979,448.438767,76.569568,112.477692,Ceramic
5133.374039,749.039943,367.206252,229.605719,142.389785,Metal
3888.415803,392.094675,1351.128438,34.272690,408.857937,Ceramic
3163.996641,243.056548,1727.071183,60.120988,300.866908,Ceramic
8011.881961,987.194063,264.912592,83.020550,137.403236,Metal
3664.443695,1143.583015,280.794657,387.739513,175.106368,Metal
4832.171002,340.701029,220.674752,43.887241,112.803982,Metal
944.741852,91.233979,18.701317,0.287870,2.284124,Polymer
1486.412847,35.786755,35.483076,0.308549,4.151643,Polymer
3053.264278,281.288030,852.009523,98.397622,246.118711,Ceramic
7930.548940,668.329187,181.715073,364.752122,137.783203,Metal
8140.176242,635.547719,218.738531,249.600173,135.312287,Metal
915.924076,12.323381,32.530373,0.184607,0.950790,Polymer
7162.467605,230.163245,130.621216,328.245599,172.443462,Metal
5612.295178,331.774346,106.436191,336.678699,53.815826,Metal
1201.440558,20.307268,31.847481,0.115676,2.869901,Polymer
980.781752,22.103566,47.953678,0.339743,2.826751,Polymer
1303.683110,67.865781,14.889277,0.134299,2.257033,Polymer
5469.209596,101.872056,2558.945294,90.524968,417.846428,Ceramic
2727.536607,336.631400,1087.753816,108.903833,237.068510,Ceramic
6338.873941,352.795166,184.911659,61.256643,84.399253,Metal
4017.438104,221.501606,788.859103,15.348488,290.347674,Ceramic
2753.737664,962.255058,226.165223,64.656234,131.980959,Metal
1222.432256,83.614569,44.951479,0.409948,3.253174,Polymer
4907.453427,147.782112,235.435782,107.204777,186.391033,Metal
3524.945985,302.743081,2327.624510,114.469345,378.683041,Ceramic
893.718174,50.328418,12.393132,0.443621,1.430668,Polymer
3634.586819,110.730087,2243.786977,118.623950,331.194858,Ceramic
805.035837,67.181881,34.700570,0.226361,1.824104,Polymer
1256.103154,29.095109,42.893869,0.269425,1.840908,Polymer
1276.423994,76.722331,21.248180,0.413515,2.422689,Polymer
6106.923816,379.155410,157.328580,150.855396,169.934083,Metal
5419.995691,336.455768,2344.316907,67.542637,379.724577,Ceramic
950.120699,43.053286,17.583454,0.320230,3.491346,Polymer
2642.952037,482.993721,413.755647,14.572199,158.131374,Ceramic
3741.509738,50.758619,976.602636,12.925921,115.102135,Ceramic
8898.912654,775.362150,232.351940,290.410216,151.570336,Metal
5280.914938,327.339831,1541.327326,31.054379,362.753689,Ceramic
3144.026047,36.132489,1958.738774,77.856231,192.668389,Ceramic
825.242793,27.729379,1.014076,0.162978,4.984149,Polymer
3412.510653,209.668696,1923.808430,78.143662,394.770216,Ceramic
863.116100,32.026910,41.658475,0.466004,1.753514,Polymer
3106.031395,311.054436,905.765502,139.527362,329.962689,Ceramic
1084.994238,15.114171,4.546913,0.217701,4.736137,Polymer
5826.837398,440.534262,2514.183109,86.659188,377.676745,Ceramic
4252.674415,389.584253,2369.430541,144.224570,283.539372,Ceramic
6314.372361,130.085767,90.693906,45.670619,157.722506,Metal
4707.651904,130.366467,1220.899804,143.361407,306.601687,Ceramic
1382.523931,28.584473,5.557462,0.369479,4.108952,Polymer
1451.977368,50.272768,18.323358,0.457727,1.359997,Polymer
4732.429234,456.765180,1697.398285,30.750314,394.171626,Ceramic
2827.114529,117.327948,1049.208128,93.170938,162.398227,Ceramic
1444.131691,69.202152,33.507780,0.345531,3.825936,Polymer
2774.710324,630.521289,267.233616,207.089344,217.511426,Metal
5475.075342,255.586569,2959.426175,137.485018,212.106649,Ceramic
1203.665630,10.144076,40.164226,0.291328,2.713024,Polymer
5059.159999,854.972511,111.180127,391.072734,168.701577,Metal
6979.868569,113.001976,123.763335,240.783123,105.324154,Metal
4188.054999,703.419740,132.998703,199.111239,154.224287,Metal
5742.005108,331.585730,295.249419,161.477659,195.235435,Metal
925.922460,17.458221,29.218744,0.191427,0.517351,Polymer
965.063621,46.060781,19.663286,0.158337,4.796557,Polymer
1363.967853,21.777691,25.480293,0.498225,4.249962,Polymer
7183.642142,963.866230,155.011964,233.612612,146.531868,Metal
6988.530644,166.040015,334.836324,201.084981,157.076576,Metal
4675.267500,497.058223,246.122512,374.100939,93.811520,Metal
884.866242,87.400015,48.192711,0.179583,2.887954,Polymer
3634.502432,958.340008,174.288163,275.813279,132.873937,Metal
5558.529797,202.914079,1144.961299,95.125116,157.939335,Ceramic
1365.402001,37.051889,31.932397,0.328655,4.247526,Polymer
913.399642,26.680704,16.527034,0.216543,1.352013,Polymer
4263.112659,589.388226,351.982269,158.002639,149.776361,Metal
3655.956243,108.265376,460.062840,109.438090,364.809019,Ceramic
4802.787714,58.431074,833.967209,16.348388,125.516960,Ceramic
4193.734975,32.655158,1432.232554,114.984459,133.300481,Ceramic
908.692053,67.209104,44.388095,0.223748,1.252035,Polymer
1238.536479,17.471326,42.087371,0.111429,3.324475,Polymer
3300.805267,248.554276,2934.952018,81.547040,208.965771,Ceramic
8802.024720,867.385165,111.962824,247.081996,157.278079,Metal
6165.899164,675.805785,273.834887,137.671305,109.018611,Metal
7730.600481,586.046336,178.024163,118.726677,101.607396,Metal
1370.765852,85.554916,17.850361,0.287679,0.061419,Polymer
5787.830047,248.992194,423.744759,65.134862,217.169045,Ceramic
805.052590,40.496168,21.175058,0.324222,1.985865,Polymer
1315.982498,42.023711,19.539545,0.205192,2.122752,Polymer
1335.176806,91.445668,40.571172,0.373856,1.437691,Polymer
5235.234596,218.193861,2619.053261,28.178670,215.838120,Ceramic
6515.241190,399.347543,267.963823,91.359988,53.297218,Metal
1174.479527,22.664072,6.011401,0.207678,3.581676,Polymer
2931.241992,92.328173,1683.306838,51.945015,224.630674,Ceramic
5991.853785,242.568544,2457.704257,50.207048,437.418520,Ceramic
